Servis Hizmeti,07/2020 tarihinde hatay / antakya'da almış olduğum beko 720 litre buzdolabı bana üst kapakta darbe ve alt kapakta kendiliğinden açılma kusuruyla gelmiş olup ileri ki zamanlarda da motorundan ses çıkıyordu defalarca değişim istememe rağmen gelen servis elemanları bu benim taşıyan çalışanımın maaşından kesilir vs gibi ifadelerle değişimden kaçındı bana akımlı priz satmaya çalıştı o da olduğundan pahalı bir fiyata ve şu an deprem nedeniyle de ürünüm ağır hasar aldı garanti süresini de uzatmıştım dün gelen servis elemanı değişim talebimi iletmemiş olup halen bana kapak ve fiş değişimi yapacağını ifade ediyor ama benim ürünümün hasarı daha çok gövde kısmında ben değişim istiyorum hiçbir şekilde sorunuma çözüm bulamıyorum zaten büyük bir felaket yaşadık evimden çıkarabildiğim 3 5 eşyadan biri madem bu doğal afetler garanti kapsamına girmiyor biz neden bu kadar fiyat ödüyoruz ben çok mağdurum bu sorunuma çözüm talep ediyorum. arçelik ® tarafından da arandım hiçbir şekilde yardımcı olmadılar türk markası diye güveniyoruz alıyoruz büyük hayal kırıklığı yazık bir tekmede kendi üreticimizden yedik.
Servis Hizmeti,beko ankastre fırın aldım ana gövdesinin boyası kalktı 1 sene oldu daha ve fazla kullanılmadı sonra garantisi var ve aradım servisi resim istedi oturduğu yerden tüketici hatası olduğunu söyledi resimlerden anladı bunu ve ben eminim bizden kaynaklı bir şey olmadığını gerekli yerlere şikayet edeceğim.
Servis Hizmeti,beko çamaşır makinesi ana kart arızası verdi. cihaza elektrik gelmiyor. servis çağırdık ana kart dediler. yeni parça geldi ve takıldı fakat cihaza tekrar elektrik gelmiyor. bu durumu video kaydı ile tekrar servise ilettik beko ise bizimle görüşelim dediler. ben kaç gündür çamaşır makinesini kullanamıyorum. cihaz 6 ay garanti kapsamında ve evrakları tamam. ben tüm beyaz eşya alışverişimi beko'dan yapmıştım. bu cihazın sıkıntı çıkarmaması gerekiyordu ama maalesef akıbet aynı ana kart değişti fakat yine aynı hata meydana geldi. kullanamadıktan sonra niye alayım ki çamaşır makinesi? bu ayıp bir mal ve cihaz değişim talep ediyorum.
Servis Hizmeti,henüz kaç aylık olan beko televizyonumuzda yok yok. değişim ürünü olarak gelen televizyonumuzda ürün montajı yapıldığı esnada kurulumunun daha önceden yapılmış olduğunu ve televizyonumuzun hazır şekilde geldiğini daha önceden kullanılmış olduğunu tespit ettik. bunu yetkili servise o an söylememize rağmen fabrikada test ediliyor ondan kurulumu önceden yapılmıştır gibi komik bir cevap aldık. onu geçtim televizyonumuz ikince elde olsa kullanalım dedik fakat tv ekranı gün içinde sık sık gitmeye başladı. ekran yok ama ses var komutları algılıyor ( ayrıntılar yüklediğim videoda mevcut ) ayrıca televizyondan saçılan ışık süzmeleri ve ölü pikseller çeyiz hediyesi olarak üstüne eklenmiş sanırım. bütün ürünlerimi beko'dan aldım ama pişmanlık yaşıyorum sorunumun düzeltilmesini talep ediyorum.
Servis Hizmeti,23 mart'ta 200 tl ödeyerek yetkili servis çağırdık. servis ürünün yedek parçaya ihtiyacı olduğunu söyledi fakat ürünün üretimi yok. muhtemelen parça fiyatına muadili ile yardımcı olunabilir dendi. çağrı merkezinin tarafımıza dönüşü ürün üretiminin 10 yılı geçtiğinden dolayı yedek parça tedarik edilemeyeceği şeklinde oldu. ne yapabiliriz dediğimde hurdaya verin yanıtı geldi. ben alalı 10 yıl dolmadı. normal şartlarda çözümlenmesi gerek. bu yanıtları için açıklamalı bir belge istedim fakat dönüş yapan olmadı. neye göre karar veriyorlar? prosedüre uymuyorlar anlamıyorum.
Servis Hizmeti,yeni aldığımız buzdolabı ikinci kez soğutmuyor. servis geldi fakat yine aynı sorun oluştu. yine beko marka çamaşır makinesi çok fazla ses yapıyor ve sallanıyor. bu ürünler daha 6 aylık yeni makine nasıl bu kadar gürültü yapar ve tak tak diye ses çıkarır anlamıyorum. beko marka aldığım için çok pişmanım.
Servis Hizmeti,32 inc 80 ekran televizyon aldım müşteri satış yerinden servis çağırdım televizyon küçük diye kurulum ücreti talep ettiler beko kurumsal firma servislere böyle talimat erdi dediler. müşteri temsilcisini aradım hiçbir şekilde yardımcı olmadı yetkililere duyurmak istedim ci̇mer ® veya tüketici hakem mahkemesine başvuracağım.
Servis Hizmeti,beko kombi 10 gün içerisinde 3 defa aynı arızayı verdi servis her seferinde parça değiştirdi ve olmayınca değişim talebinde bulundum fakat firma değişimi reddetti... neye göre reddedildi onu da anlamış değilim. ramazan ayında evde sıcak su yok peteklerde ısınmıyor iki çocukla mağdur olduk habire parça değişimi için bekliyoruz ama yine arıza veriyor evde tüm eşyalarım arçelik ®. bu kadar büyük bir firmanın müşteriyi anlamsızca mağdur etmesi hiç hoş bir durum değil bilseydim almazdım...
Müşteri Hizmetleri,beko çeyiz paketi aldık fakat ürünler burada kalsın ben evim hazır olduğun da isteyecektik. üstünden 2 ay sonra ürünleri istedik içlerinden 4 parça elektronik olan ürünlerin elimizde kalmadığını onlar yerine yeni ürünleri koyup fiyat farklarını çıkarmaları oldu.ürünü satıyorsan ayırman gerekirdi. belki de yalan söylüyorlar 1 liraya aldığımız bir parça ürünün 2 ay sonra fiyatının artığında ürünü teslim etmek istemiyorlar. sonra yeni gelen ürünleri yeni fiyatlarıyla listeye dahil edip sana 2 ürün birden satmış gibi kadar yapıyorlar. belki de yok dedikleri ürünlere zam yapıp tekrar satıyorlar. ama bunu bilemiyoruz. müşteri hizmetleri size gerekli sorunu çözeceğini söylüyor. sonra hiçbir şey olmamış gibi davranıyorlar. beko kendisi ne ki bayileri dürüst olsun.
Servis Hizmeti,beko 9101 ey kodlu çamaşır makinesi 1.5 yılda defalarca servis geldi ama sesi asla ve asla kesilmiyor. buraya da kaçıncı şikayet yazışım bilmiyorum. makine hakkında hiçbir zaman şikayetim bitmediği için en son aldığım yer ile görüştüm benden servis kayıtlarını istedi ben de sizlere ulaşıp istedim. beni 3 haftadır uğraştırıyor. defalarca arayıp göndermelerini istedikten sonra 10 gün önce kadar servis kayıtlarını gönderdi fakat 1 tanesi eksik hemen aradım tamam dediler geçen hafta aradım yine tamam dediler ama hala hiçbir şey gönderen olmadı. çamaşır makinesi mi aldık başımıza dert mi aldık bilemiyorum.
Servis Hizmeti,beko online mağazasında internet sitesinde blender seti aldım .kargo 15 gün sonra geldi gelen kargo kutusu pertti kargocu resmen bir bıraktı kaçtı sendeo ® diye bir kargo şirketi satıcı ürünü direk kutusuyla yollamış herhangi bir koruma poşet kutu hiçbir şey yoktu ve aradığımda kargo ücretini ver yolla dedi sonrada aç üründe sorun varsa servis çağır dedi dalga geçer gibi.
Servis Hizmeti,31 /12/2022 aldığım beko efsncm 10120 (10 kg 1200d/d premium kapak çamaşır makinesi) 17 ocak 2023 ürünümü getirdiler. makinem geldiği günden bu yana yıkama süresinin çok üstünde çalışıyor bu sebeple hem kıyafetlerim zarar gördü hem de elektrik faturam iki kat gelmeye başladı. yeni makine olmasına rağmen aşırı ses çıkarıyor. gerekli şikayetlerimi ilgili teknik servis ve çağrı merkezlerine yapmama rağmen bir çözüme ulaşamadım. satış sonrası hizmeti maalesef göremedim. müşteri olarak ellerinde oyuncak ettiler. teknik servis tam bir fiyasko gerekli bilgi donanımına sahip olmayan (çözümü bile başka programda yıkama yapın deterjanı az koyun vs) saçma anlamsız cümlelerle geçiştirip durdular. 2 aylık makinemin 1 ayı serviste hala çözüme ulaşamadık ve ben bu durumdan oldukça mağdurum. lütfen artık ilgi kişilerin bir an önce bu soruna el atmasını ve para iademin yapılmasını rica ediyorum.
Servis Hizmeti,bulaşık makinemiz kendi kendine çalışıyor içinde su biriktiriyor aynı arıza yüzünden 2 kez servis çağırdık farklı parçalar değiştirilip bizden sürekli hem servis hem parça parası alındı makineyi atölyeye de götürdüler ama aynı arıza devam ediyor servisi bir kez daha aradım sizden servis ücreti alınacak diyorlar arızayı çözemeyip her seferinde boş yere para ödüyoruz makinenin kodu bm3003. gerekli kontrolleri yapmanızı ve artık sıkıntımızı çözmenizi bekliyorum.
Servis Hizmeti,yaklaşık bir yıldır bu sorunu yaşıyorum. kesinlikle destek olunmadı. servis geliyor çözüm sunamıyor. destek bekliyorum sizlerden beko kesinlikle destek olmuyor. ürünlerinin sorunu çözemiyor sorunum halen devam ediyor. elektrik akımına kapılacağız bu sorundan dolayı.
Müşteri Hizmetleri,beko marka aldığım bulaşık makinesi alt tablasının boyası dökülüyor ve içindeki süngeri çıkıyor üst tablası da boya atıyor. bu iki sorunun giderilip kapaklarının değiştirilmesini istiyorum. bu ürünlere bir ton para verip ek garanti yaptık yazık günah ya buzdolabının lastik kısmını değiştirttim şimdi o da tutmuyor 2 ürün içinde ek garanti yaptık müşteri hizmetleri arayıp abuk subuk konuşuyor. sizden kaynaklı ise ücret alınır diye. hayırdır neymiş benden kaynaklı olan? buzdolabı lastiği değiştiğinde tutmadığını servis elemanı da gördü birkaç güne düzelir dedi aylar oldu üst tablanın alt tablanın boya dökmesi neden benden kaynaklı olsun hayırdır ürünlere ait faturam da var görselimde tüketici hakları'na şikayet edeceğim.
Servis Hizmeti,haziran 2021 de beko markalı buzdolabı aldım. aldığım ilk günden beri rahatsız edici bir şekilde ses geliyor. bunun için 3 sefer servis çağırdım ver her seferinde normal deyip gittiler. özellikle bu dolap ® modeller de 42 desibel sesle çalışması gerekirken bu ses oldukça fazla. beko'nun eski müşterisiyim ve çok pişmanım güvenip aldığım için. buna çözüm bulmanızı istiyorum.
Servis Hizmeti,6 yıllık evliyim. şu an fiyatı 12 bin olan beko bulaşık makinesinden hiç yüzüm gülmedi. 3 defa motor değişti yine aynı hatayı yaptı. 2 ayda 2. çalıştırmaya servis geliyor. motoru takip parayı alıp gidiyor. 9 aylık hamileyim. elimde yıkıyorum su pompasında sorun olabilir diyor..
Servis Hizmeti,beko yazarkasa pos cihazımda ( cihazın yeni olmasına rağmen ) sinyal sorunu vardı defalarca servise gitti. servis sorunu çözdük dedi çözülmedi 1 ay boyunca bu cihazla uğraştım. bu süre zarfında ciddi miktarda zarara uğradım ayrıca benden utanmadan servis ücreti istediler onu da verdim. dükkanda daha fazla zarara uğramamak için yeni cihaz aldım ( beko 300 ) tr 4000tl ücret ödedim bu cihazında fiş çıkartma sorunu başladı 2 gün sonra servisten gelen cihaz şu an çekim yapmıyor resmen sağlam cihazı bozup geri göndermişler. yaşadığım bunca çileyi uğradığım bunca zararın hesabını kim verecek? yazıklar olsun sizin gibi firmaya hakkımı helal etmiyorum ve emin olun bundan sonra sizin markanız olan hiçbir ürünü satın almam.
Müşteri Hizmetleri,bir buçuk yıl önce makinelerimin hepsini beko'dan aldım çok geçmeden pişman olmaya başladım çamaşır makinesi siyahları o kadar kirli bırakıyor ki o koku kötü. müşteri hizmetlerimin dediklerinin hepsini yaptım ama nafile yıkanmadan önce daha güzel kokuyor desem yeridir. bulaşık makinesi desen üç kez tamire gitti suyu fazla verme hatası veriyor su tamamen üretim kaynaklı şimdi ise bulaşıkları kötü yıkıyor bir tv de sıkıntı olmadı oda bakalım ne zamana kadar dayanacak. ben çok pişmanım
Servis Hizmeti,çamaşır makinem defalarca servise gitti geldi her seferinde farklı arıza çıkıyor servis asla kabul etmeyip sürekli bizi suçlama derdinde. simdi de motor değişecek deyip basıp gittiler. bıktım artık sorumsuz servislerinizden. asla bir daha beko markasını evime sokmam.
Servis Hizmeti,elektriklerin gidip gelmesinden sonra beko ankastre fırının alarmını susturamıyoruz servis garanti kapsamında olmadığı için 200 tl arıza tespit ücreti talep ediyor galiba ilave onarım bedeli de isteyecek... kullanıcı hatası olarak değerlendirilemeyecek bu durum için nasıl bir yol izlemem konusunda firmadan açıklama bekliyorum.
Servis Hizmeti,beko bayisinden anneme ankastre set aldım montajı yapıldıktan sonra ocak üzerinde derin çizik olduğunu fark ederek annem ertesi gün beko servisini aradı. servis ürünü inceleyip gitmiş belli bir zaman geçtikten sonra ürünlerin montajını yapan kişiler kontrole gelmiş ve sadece ürünün camını değiştirebiliriz gözden kaçırmışız denilmiş annem ocağın değişimini istiyorum dediğinde ''ev aldığında duvarı çizik olmuyor mu? senin çizmediğini nereden bileceğim'' tarzında konuşarak gitmişler. 22.03.2023'te servis tekrar kontrole geldi. 39 gün oldu ve ortada bir sonuç yok annem ürünleri kullanmıyor takıldıkları günkü gibi durmaktalar.montaj esnasında evde olsaydım çizik ürünü takabilecekler miydi? yaşlı bir kadın yerine karşısında ben olsaydım ''ev aldığında çizik...'' tarzında konuşulabilecek miydi?kullanmadığımız bir ürünün boydan boya derin çizik olması kabul edilebilecek bir durum değil ramazan geldi annem ocağı kullanmıyor. gerçekten yazık.
Servis Hizmeti,hatay antakya'da ikamet ettiğim sürede 7.6 lik olan deprem meydana geldi 15 yıl önce almış olduğum televizyon duvara monteliydi hiçbir şekilde yere düşme çarpma vs olmadıevden eşyalarımı aldım televizyonumu denedim beko yazısı çıkıyor ve kapanıyordu i̇zmir menemende servisi aradım gelip aldılar ve bu cihazın garanti ile yapılamayacağını söylediler ve onarım ücreti olarak 7000 tl talep ettiler. ben türk malı televizyon alıyorum fakat koskoca koç şirketi beko firması benim ekstra garantisi olan televizyonumu garanti kapsamında yapmıyor zaten mağduruz mağduriyet üzerine mağduriyet yaşatıyorsunuz.
Arızalı Ürün,yaklaşık 1.5 senedir bulaşık makinesi arızalı tarafıma gelen beko servis elemanları 2 kere bayiye almaları ile birlikte eve ® gelip bakmalarıyla birlikte makinenin arızası olmadığını söylediler. fakat arıza yoksa makine neden çalışmıyor? makine altına su kaçırmazken su kaçırmaya başladı. servis elemanları gelip gittikten sonra bundan öncesinde asıl arıza makine kapalıyken kapağını kapatınca kendi kendine çalışıyordu.arıza kaydına bunu söylemiştim fakat her geldiklerinde arıza yok dediler. makinenin arızasını yapamıyorsanız değişim olsun dedim arıza kaydı girin yetkili genel müdürlük onayı olmadan olmaz onlara söyleyin dediler. fakat ben 7 yıl garantim olmasına rağmen bayi servisindekiler yapamadığı için başka bir eleman çağırdım 1000 tl para ödedim garantim olmasına rağmen beko bayisi elemanları makineyi açıp bakmalarına bayide incelemelerine rağmen arızayı yapamıyor bu nasıl bir sorumsuzluk. arızanın olduğu yerin fotoğrafını atacağım. ceza almalarını talep ediyorum.
Servis Hizmeti,beko b65c885 a televizyonum değişimden evime gelen 3ayda 3. televizyondur. eteri gidip beteri geldi. sürekli kanallar yok oluyor. servis ürünün tüm fabrikasyon hatalarının farkında fakat yetkili servisler olarak genel merkez ile taraflarınca çıkarlarına zarar vereceğinden 3. defa vermesi gereken değişim onayını vermiyor. bölgede onca servis varken arıza servislerini tek bir servise bırakan bu sistem arçelik ® camiasına bu yakışır mı sorusunu sorduruyor! merkezden açılan kayıtlar servis sekreteri tarafından önce ücretli geliriz deyip tehditkarı bir şekilde servis ücretini bir koz olarak kullanıyor. hatta ileri gidip defalarca merkezden açtırdığım takip fişlerini kapatıyor! sanki bir kurumsala bağlı değiller gibi serbest ve sorumsuz bir politikaya bürünmüş bulunmaktadırlar. randevu teyidi için arayan arkadaşa cep telefonundan ulaşıp defalarca rahatsızlık etmeme istinaden geleceğini söyleyerek açılan servis fişinin kapatılmasına müsaade etmiyor ve eve ® gelip ya da telefondan destek veriyor. lansmanında koşulsuz şartsız iade diyor 2aydir hatalı ürün evimde merkezden bir yetkili duruma müdahale etmiyor çünkü onlara ulaşılamıyor. müşteri memnuniyeti yerine servisi memnuniyet etmeliyiz ki servis fişini kapatmasın ücretle bizleri tehdit etmesin. bu yanlış bir düzendir. dünya markası dediğimiz yerli milli markamız dan beklemediğimiz bir sorundur. i̇şporta ürünü değil dir bu! bir nihai tüketici olarak bu şekilde davranışın arçelik pazarlama a. ş nin vaat edilen vizyon misyonunu lekelemektedir.
Servis Hizmeti,robot süpürgem hakkında bir şeyler yazmak istedim. koskoca beko servisi bir robot süpürgeyi yapamadı 3 kere servise gidip 1.5 ay kalır mı ya ve titizlikle baktığım süpürgemin üstü çizik içinde geldi buna istinaden telefonla 3 kere görüşmeme rağmen koskoca beko aş servis ve şikayet hattından bir kişi bile dönüş yapmadı. yazık beko'ya. hayatta bir daha evime sokmam beko'yu. servisteki arkadaşlar hiçbir şekilde yardımcı olmuyorlar ama maşallah satarken beko bayileri garanti hakkında çok güzel konuşuyorlar. yazık verdiğim paraya ve zamana yazık.
Servis Hizmeti,beko'dan aldığımız derin dondurucunun yanında ekstra olarak aldığımız aşırı gerilim koruyucu aldığımız günden beri çalışmıyor. 2 kere yetkili servisi aramamıza rağmen kimse konuyla ilgili geri dönüş yapmadı. derin dondurucuyu alalı 3 hafta oldu henüz kullanamadık.
Servis Hizmeti,yeni evlendim beko'dan tüm beyaz eşyalarımı aldım hepsi bozuk çamaşır makinem çamaşırlarımı lekeli ve gölgeli çıkarıyor. makine kurutmaya geçtiği zaman tuhaf tuhaf sesler çıkarıyor bir sürü deterjan değişikliği yaptım ama nafile bulaşık makinemin kapağı defolu geldi teknik servis geliyor ama hiçbir şekilde çözüm bulamıyorum. bir sürü de para verdik kesinlikle helal etmiyorum!
Servis Hizmeti,ankastre set aldım fırın kapağı eğri çıktı yetkili servis geldi salağa yattı yok öyle bir şey falan dedi sonra kabul etti iade ettirdi bfc 630 b. sonra internet sitesinden bfc 631 b aldım onun dijital ekranında çatlak çıktı yetkili servis merkezin o paneli değiştirmeye onay verdiğini söylüyor iyide arkadaşım 3 günlük fırın dünya para vermişim markana aldanıp set almışım ben şimdi niye sıfır ürünün parçasını değiştireyim ya değiştirin ya da iade alın ki internetten aldım iade edebilirim değiştirin bir an önce!
Arızalı Ürün,beko davlumbaz amortisör bozuk ankastre set olarak aldığımız davlumbazı servis i̇lk geldiği zaman kapağını açtığımız da açık durmuyor bu arızalı olabilir mi dedik fakat ürünleri getiren görevli bozuk değil bu modeller böyle deyip bizi yanıltmış . geçen hafta üst komşumuz aynı davlumbaz dan alınca gördük ki kapağı kaldırınca havada duruyor ayrıca bugün tekrar beko kurutma makinesi almaya gittik mağazada davlumbazları inceledik hepsinin kapakları havada durabiliyordu işin özü bizim davlumbazın kapağı açık durmuyor ürünü getiren servis elemanı dan şikayetçiyim ürünün garanti süresi de doldu.
Servis Hizmeti,beko çamaşır makinemin garantisi var 3 ayrı servis gelip kontrolünü yaptı yine aynı arızayı veriyor. geldiklerinde makine mı doğru düzgün kontrol edip tamiratını yapmıyorlar. şu an makinem yine su kaçırıyor ve çok fazla ses çıkartıyor. makineme garanti kapsamında kapak getirdiler kapak uydurma oldu yine su kaçırıyor.
Servis Hizmeti,çamaşır makinesini 5 yıl önce aldım. beko 91 01 by modeli çamaşır makinesi paslandı. konuyla ilgili servis yönlendirme ücreti olarak 200 tl istediler. telefonda bilgi vermediler garanti süresi bittiğini için yardımcı olamayacağını söyledi.
